API,API_Label,Operator,BH_Status,MD,TVD,Deviation,Field_Code,lat_bhl,long_bhl,API_County,API_Seq,Operat_Num,Citing_Typ,Spud_Date,Ground_Ele,Max_MD,Max_TVD,Facil_Id,Facil_Type,Facil_Stat,Well_Class,Stat_Date,Loc_Qual,Loc_ID,Loc_Name,Dist_N_S,Dir_N_S,Dist_E_W,Dir_E_W,Qtr_Qtr,Section,Township,Range,Meridian,lat_shl,long_shl,twprge,lat_midpoint,long_midpoint,interval_top,interval_bottom,well_td,lateral_length_ft,calced_lat_by_td,Comment
1233784800,05-123-37848,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12838,5802,Horizontal,16950,40.80971,-103.86495,123,37848,10773,ACTUAL,10/6/2013,4834,12838,5802,433922,WELL,PR,OW,7/1/2021,ACTUAL LatLong,433919,Razor 21A Pad,329,N,693,E,NENE,21,10N,58W,6,40.830276,-103.863565,10n58w,40.819993,-103.8642575,6252,12746,12838,6494,FALSE,
1233787400,05-123-37874,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12073,5618,Horizontal,16950,40.78987,-103.83337,123,37874,10773,ACTUAL,3/23/2014,4738,12073,5618,433963,WELL,PR,OW,10/21/2014,ACTUAL LatLong,430308,Razor 26K Pad,2449,S,2015,W,NESW,26,10N,58W,6,40.809096,-103.834409,10n58w,40.799483,-103.8338895,6052,11740,12073,5688,FALSE,
1233787500,05-123-37875,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,6017,5649,Horizontal,16950,40.81137,-103.83618,123,37875,10773,ACTUAL,3/3/2014,4737,13316,5649,433964,WELL,PR,OW,10/22/2014,ACTUAL LatLong,430308,Razor 26K Pad,2448,S,1982,W,NESW,26,10N,58W,6,40.809096,-103.834526,10n58w,40.810233,-103.835353,5959,13316,13316,7357,FALSE,
1233787600,05-123-37876,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12415,5679,Horizontal,16950,40.78943,-103.83194,123,37876,10773,ACTUAL,2/7/2014,4737,12415,5679,433965,WELL,PR,OW,10/18/2014,ACTUAL LatLong,430308,Razor 26K Pad,2374,S,2047,W,NESW,26,10N,58W,6,40.808885,-103.834289,10n58w,40.7991575,-103.8331145,5973,12097,12415,6124,FALSE,
1233787700,05-123-37877,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13027,5616,Horizontal,16950,40.8308,-103.83447,123,37877,10773,ACTUAL,4/1/2014,4737,13027,5616,433966,WELL,PR,OW,9/27/2014,ACTUAL LatLong,430308,Razor 26K Pad,2448,S,2048,W,NESW,26,10N,58W,6,40.809093,-103.834295,10n58w,40.8199465,-103.8343825,6055,12850,13027,6795,FALSE,
1233787800,05-123-37878,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,11436,5706,Horizontal,16950,40.82631,-103.83559,123,37878,10773,ACTUAL,1/11/2014,4737,13220,5706,433967,WELL,PR,OW,9/27/2014,ACTUAL LatLong,430308,Razor 26K Pad,2373,S,1948,W,NESW,26,10N,58W,6,40.80889,-103.834647,10n58w,40.8176,-103.8351185,6108,13023,13220,6915,FALSE,
1233787900,05-123-37879,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13402,5677,Horizontal,16950,40.83117,-103.83338,123,37879,10773,ACTUAL,1/26/2014,4737,13402,5677,433968,WELL,PR,OW,9/17/2014,ACTUAL LatLong,430308,Razor 26K Pad,2374,S,2014,W,NESW,26,10N,58W,6,40.80889,-103.834408,10n58w,40.82003,-103.833894,6160,13221,13402,7061,FALSE,
1233788000,05-123-37880,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12260,5602,Horizontal,16950,40.78942,-103.83586,123,37880,10773,ACTUAL,2/18/2014,4738,12260,5602,433969,WELL,PR,OW,12/22/2014,ACTUAL LatLong,430308,Razor 26K Pad,2449,S,1949,W,NESW,26,10N,58W,6,40.809096,-103.834645,10n58w,40.799258,-103.8352525,6053,10905,12260,4852,FALSE,
1233789800,05-123-37898,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12525,5621,Horizontal,16950,40.78937,-103.84309,123,37898,10773,ACTUAL,12/16/2013,4758,12525,5621,433995,WELL,PR,OW,10/1/2019,Actual LatLong,433999,Razor 27I Pad,2394,S,692,E,NESE,27,10N,58W,6,40.808905,-103.84418,10n58w,40.7991375,-103.843635,6310,12302,12525,5992,FALSE,
1233789900,05-123-37899,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12505,5631,Horizontal,16950,40.7895,-103.84538,123,37899,10773,ACTUAL,11/12/2013,4759,12505,5631,433996,WELL,PR,OW,10/1/2019,Actual LatLong,433999,Razor 27I Pad,2395,S,758,E,NESE,27,10N,58W,6,40.808905,-103.844417,10n58w,40.7992025,-103.8448985,6094,12404,12505,6310,FALSE,
1233790000,05-123-37900,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12360,5705,Horizontal,16950,40.78951,-103.84187,123,37900,10773,ACTUAL,10/29/2013,4757,12360,5705,433997,WELL,PR,OW,10/1/2019,Actual LatLong,433999,Razor 27I Pad,2319,S,660,E,NESE,27,10N,58W,6,40.808703,-103.844057,10n58w,40.7991065,-103.8429635,6108,12259,12360,6151,FALSE,
1233790100,05-123-37901,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12440,5693,Horizontal,16950,40.7895,-103.84416,123,37901,10773,ACTUAL,10/4/2013,4759,12440,5693,433998,WELL,PR,OW,10/1/2019,Actual LatLong,433999,Razor 27I Pad,2320,S,726,E,NESE,27,10N,58W,6,40.808701,-103.844296,10n58w,40.7991005,-103.844228,6110,12348,12440,6238,FALSE,
1233794900,05-123-37949,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13470,5761,Horizontal,16950,40.83105,-103.84525,123,37949,10773,ACTUAL,9/22/2013,4759,13470,5761,434104,WELL,PR,OW,10/1/2019,Actual LatLong,433999,Razor 27I Pad,2320,S,759,E,NESE,27,10N,58W,6,40.808699,-103.844412,10n58w,40.8198745,-103.844831,6394,13379,13470,6985,FALSE,
1233795300,05-123-37953,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13478,5661,Horizontal,16950,40.83104,-103.84411,123,37953,10773,ACTUAL,12/23/2013,4757,13478,5661,434108,WELL,PR,OW,10/1/2019,Actual LatLong,433999,Razor 27I Pad,2394,S,659,E,NESE,27,10N,58W,6,40.808908,-103.844057,10n58w,40.819974,-103.8440835,6113,13258,13478,7145,FALSE,
1233795600,05-123-37956,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,5838,5667,Horizontal,16950,40.8104,-103.84502,123,37956,10773,ACTUAL,11/22/2013,4758,13275,5679,434111,WELL,PR,OW,10/1/2019,Actual LatLong,433999,Razor 27I Pad,2395,S,725,E,NESE,27,10N,58W,6,40.808907,-103.844297,10n58w,40.8096535,-103.8446585,6377,13184,13275,6807,FALSE,
1233797400,05-123-37974,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12432,5665,Horizontal,16950,40.82836,-103.84284,123,37974,10773,ACTUAL,10/13/2013,4758,13406,5726,434132,WELL,PR,OW,10/1/2019,ACTUAL LatLong,433999,Razor 27I Pad,2319,S,693,E,NESE,27,10N,58W,6,40.808702,-103.844177,10n58w,40.818531,-103.8435085,6122,11265,13406,5143,FALSE,
1233797800,05-123-37978,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12713,5865,Horizontal,16950,40.80984,-103.86846,123,37978,10773,ACTUAL,11/7/2013,4838,12713,5866,434137,WELL,PR,OW,8/11/2017,ACTUAL LatLong,431115,Razor 21B-0909A,405,N,1981,E,NWNE,21,10N,58W,6,40.83,-103.868216,10n58w,40.81992,-103.868338,6155,12598,12713,6443,FALSE,
1233798600,05-123-37986,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,14049,5693,Horizontal,16950,40.83112,-103.84162,123,37986,10773,ACTUAL,5/20/2014,4737,14049,5693,434153,WELL,PR,OW,11/26/2014,ACTUAL LatLong,434157,Razor 26L Pad,2319,S,627,W,NWSW,26,10N,58W,6,40.808748,-103.83941,10n58w,40.819934,-103.840515,6240,13862,14049,7622,FALSE,
1233798700,05-123-37987,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,14021,5690,Horizontal,16950,40.83113,-103.83803,123,37987,10773,ACTUAL,4/25/2014,4735,14021,5692,434154,WELL,PR,OW,11/26/2014,ACTUAL LatLong,434157,Razor 26L Pad,2244,S,659,W,NWSW,26,10N,58W,6,40.808539,-103.839289,10n58w,40.8198345,-103.8386595,6324,13661,14021,7337,FALSE,
1233798800,05-123-37988,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12970,5674,Horizontal,16950,40.78949,-103.83709,123,37988,10773,ACTUAL,6/25/2014,4735,12970,5674,434155,WELL,PR,OW,11/6/2014,ACTUAL LatLong,434157,Razor 26L Pad,2244,S,692,W,NWSW,26,10N,58W,6,40.808543,-103.839172,10n58w,40.7990165,-103.838131,6144,12970,12970,6826,FALSE,
1233798900,05-123-37989,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13750,5598,Horizontal,16950,40.83114,-103.83906,123,37989,10773,ACTUAL,5/9/2014,4735,13750,5599,434156,WELL,PR,OW,11/26/2014,ACTUAL LatLong,434157,Razor 26L Pad,2320,S,693,W,NWSW,26,10N,58W,6,40.808746,-103.839165,10n58w,40.819943,-103.8391125,6070,13578,13750,7508,FALSE,
1233799000,05-123-37990,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12470,5607,Horizontal,16950,40.78946,-103.84063,123,37990,10773,ACTUAL,5/31/2014,4737,12470,5607,434158,WELL,PR,OW,11/12/2014,ACTUAL LatLong,434157,Razor 26L Pad,2319,S,594,W,NWSW,26,10N,58W,6,40.808743,-103.839538,10n58w,40.7991015,-103.840084,6072,12288,12470,6216,FALSE,
1233799100,05-123-37991,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,7549,5578,Horizontal,16950,40.80292,-103.83798,123,37991,10773,ACTUAL,6/10/2014,4736,12457,5613,434159,WELL,PR,OW,11/6/2014,ACTUAL LatLong,434157,Razor 26L Pad,2319,S,660,W,NWSW,26,10N,58W,6,40.808749,-103.839283,10n58w,40.8058345,-103.8386315,6007,12457,12457,6450,FALSE,
1233799200,05-123-37992,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12760,5674,Horizontal,16950,40.78947,-103.83953,123,37992,10773,ACTUAL,4/15/2014,4736,12760,5674,434160,WELL,PR,OW,11/23/2014,ACTUAL LatLong,434157,Razor 26L Pad,2244,S,626,W,NWSW,26,10N,58W,6,40.808539,-103.839406,10n58w,40.7990045,-103.839468,6068,12428,12760,6360,FALSE,
1233804100,05-123-38041,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13331,5593,Horizontal,16950,40.83125,-103.82936,123,38041,10773,ACTUAL,4/10/2014,4729,13331,5593,434232,WELL,PR,OW,10/1/2017,ACTUAL LatLong,433131,Razor 26J Pad,2326,S,1914,E,NWSE,26,10N,58W,6,40.808742,-103.829482,10n58w,40.819996,-103.829421,6031,13160,13331,7129,FALSE,
1233804200,05-123-38042,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13507,5670,Horizontal,16950,40.83121,-103.82835,123,38042,10773,ACTUAL,3/13/2014,4726,13507,5670,434233,WELL,PR,OW,10/1/2017,ACTUAL LatLong,433131,Razor 26J Pad,2251,S,1948,E,NWSE,26,10N,58W,6,40.80855,-103.829631,10n58w,40.81988,-103.8289905,6070,13189,13507,7119,FALSE,
1233804300,05-123-38043,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13441,5645,Horizontal,16950,40.83116,-103.83094,123,38043,10773,ACTUAL,2/14/2014,4726,13441,5663,434234,WELL,PR,OW,10/1/2017,ACTUAL LatLong,433131,Razor 26J Pad,2251,S,2014,E,NWSE,26,10N,58W,6,40.808537,-103.829839,10n58w,40.8198485,-103.8303895,6037,13173,13441,7136,FALSE,
1233804400,05-123-38044,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13533,5582,Horizontal,16950,40.8313,-103.83207,123,38044,10773,ACTUAL,5/4/2014,4727,13533,5582,434235,WELL,PR,OW,10/1/2017,ACTUAL LatLong,433131,Razor 26J Pad,2326,S,1980,E,NWSE,26,10N,58W,6,40.808743,-103.829723,10n58w,40.8200215,-103.8308965,6114,13434,13533,7320,FALSE,
1233804500,05-123-38045,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12334,5670,Horizontal,16950,40.78951,-103.82744,123,38045,10773,ACTUAL,3/27/2014,4726,12334,5671,434236,WELL,PR,OW,10/1/2017,ACTUAL LatLong,433131,Razor 26J Pad,2251,S,1915,E,NWSE,26,10N,58W,6,40.80855,-103.829501,10n58w,40.79903,-103.8284705,6218,12252,12334,6034,FALSE,
1233806000,05-123-38060,FUNDARE RESOURCES OPERATING COMPANY LLC,Planned,13746,5753,Horizontal,16950,40.83115,-103.84759,123,38060,10773,ACTUAL,8/7/2014,4764,13686,5767,434259,WELL,PR,OW,11/1/2019,Actual LatLong,434267,Razor 27J Pad,2244,S,1948,E,NWSE,27,10N,58W,6,40.808445,-103.84871,10n58w,40.8197975,-103.84815,6227,13558,13686,7331,FALSE,
1233806100,05-123-38061,FUNDARE RESOURCES OPERATING COMPANY LLC,Planned,12192,5667,Horizontal,16950,40.78935,-103.84782,123,38061,10773,ACTUAL,10/19/2014,4767,13185,5650,434260,WELL,PR,OW,11/1/2019,Actual LatLong,434267,Razor 27J Pad,2319,S,1947,E,NWSE,27,10N,58W,6,40.808644,-103.848704,10n58w,40.798997,-103.848262,6093,13087,13185,6994,FALSE,
1233806200,05-123-38062,FUNDARE RESOURCES OPERATING COMPANY LLC,Planned,12486,5753,Horizontal,16950,40.78935,-103.84901,123,38062,10773,ACTUAL,8/16/2014,4764,13142,5739,434261,WELL,PR,OW,11/1/2019,Actual LatLong,434267,Razor 27J Pad,2245,S,1981,E,NWSE,27,10N,58W,6,40.80844,-103.848824,10n58w,40.798895,-103.848917,6130,13005,13142,6875,FALSE,
1233806300,05-123-38063,FUNDARE RESOURCES OPERATING COMPANY LLC,Planned,12278,5753,Horizontal,16950,40.78936,-103.84664,123,38063,10773,ACTUAL,7/26/2014,4764,13500,5728,434262,WELL,PR,OW,11/1/2019,Actual LatLong,434267,Razor 27J Pad,2244,S,1915,E,NWSE,27,10N,58W,6,40.808447,-103.848596,10n58w,40.7989035,-103.847618,6085,13356,13500,7271,FALSE,
1233806500,05-123-38065,FUNDARE RESOURCES OPERATING COMPANY LLC,Planned,13828,5753,Horizontal,16950,40.8311,-103.84997,123,38065,10773,ACTUAL,9/5/2014,4764,13905,5750,434264,WELL,PR,OW,11/1/2019,Actual LatLong,434267,Razor 27J Pad,2245,S,2014,E,NWSE,27,10N,58W,6,40.808438,-103.848944,10n58w,40.819769,-103.849457,6153,13555,13905,7402,FALSE,
1233806600,05-123-38066,FUNDARE RESOURCES OPERATING COMPANY LLC,Planned,13635,5667,Horizontal,16950,40.83112,-103.84878,123,38066,10773,ACTUAL,10/29/2014,4767,13630,5681,434265,WELL,PR,OW,11/1/2019,Actual LatLong,434267,Razor 27J Pad,2319,S,1914,E,NWSE,27,10N,58W,6,40.808644,-103.848585,10n58w,40.819882,-103.8486825,6023,13585,13630,7562,FALSE,
1233806700,05-123-38067,FUNDARE RESOURCES OPERATING COMPANY LLC,Planned,12953,5667,Horizontal,16950,40.82971,-103.85113,123,38067,10773,ACTUAL,10/10/2014,4767,13677,5700,434266,WELL,PR,OW,11/1/2019,Actual LatLong,434267,Razor 27J Pad,2320,S,1980,E,NWSE,27,10N,58W,6,40.808646,-103.848823,10n58w,40.819178,-103.8499765,6105,13632,13677,7527,FALSE,
1233813000,05-123-38130,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12516,5699,Horizontal,16950,40.7895,-103.85719,123,38130,10773,ACTUAL,11/5/2013,4754,12566,5698,434379,WELL,PR,OW,3/1/2022,Actual LatLong,430313,Razor 27L Pad,2447,S,693,W,NWSW,27,10N,58W,6,40.80888,-103.858254,10n58w,40.79919,-103.857722,6459,12566,12566,6107,FALSE,
1233833900,05-123-38339,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13844,5697,Horizontal,16950,40.83087,-103.84041,123,38339,10773,ACTUAL,4/2/2014,4737,13844,5697,434781,WELL,PR,OW,11/26/2014,ACTUAL LatLong,434157,Razor 26L Pad,2244,S,593,W,NWSW,26,10N,58W,6,40.808539,-103.839524,10n58w,40.8197045,-103.839967,6232,13669,13844,7437,FALSE,
1233834400,05-123-38344,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12124,5697,Horizontal,16950,40.78954,-103.82978,123,38344,10773,ACTUAL,2/28/2014,4726,12124,5697,434800,WELL,PR,OW,10/1/2017,ACTUAL LatLong,433131,Razor 26J Pad,2251,S,1981,E,NWSE,26,10N,58W,6,40.808549,-103.829739,10n58w,40.7990445,-103.8297595,5928,11892,12124,5964,FALSE,
1233834500,05-123-38345,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12310,5593,Horizontal,16950,40.78934,-103.83094,123,38345,10773,ACTUAL,5/19/2014,4727,12310,5593,434803,WELL,PR,OW,10/1/2017,ACTUAL LatLong,433131,Razor 26J Pad,2326,S,2013,E,NWSE,26,10N,58W,6,40.808744,-103.82984,10n58w,40.799042,-103.83039,5992,12218,12310,6226,FALSE,
1233834600,05-123-38346,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12200,5598,Horizontal,16950,40.78949,-103.82861,123,38346,10773,ACTUAL,4/22/2014,4727,12200,5598,434804,WELL,PR,OW,10/1/2017,ACTUAL LatLong,433131,Razor 26J Pad,2326,S,1947,E,NWSE,26,10N,58W,6,40.808744,-103.829602,10n58w,40.799117,-103.829106,6046,12073,12200,6027,FALSE,
1233836800,05-123-38368,VERDAD RESOURCES LLC,Actual,5976,5962,Horizontal,16950,40.71428,-103.91877,123,38368,10651,ACTUAL,11/12/2013,4890,10287,5989,434899,WELL,PR,OW,8/1/2023,ACTUAL LatLong,434893,CASTOR 4-36-9-59 PAD,357,N,711,E,NENE,36,9N,59W,6,40.71351,-103.91896,9n59w,40.713895,-103.918865,6064,10287,10287,4223,FALSE,
1233836900,05-123-38369,VERDAD RESOURCES LLC,Actual,10390,5993,Horizontal,16950,40.70163,-103.92078,123,38369,10651,ACTUAL,11/11/2013,4890,10390,5993,434900,WELL,PR,OW,3/1/2024,ACTUAL LatLong,434893,CASTOR 4-36-9-59 PAD,347,N,722,E,nene,36,9N,59W,6,40.71354,-103.919,9n59w,40.707585,-103.91989,6073,10390,10390,4317,FALSE,
1233837000,05-123-38370,VERDAD RESOURCES LLC,Actual,9798,5756,Horizontal,16950,40.7021,-103.85665,123,38370,10651,ACTUAL,7/28/2014,4805,9798,5756,434922,WELL,PR,OW,9/17/2014,ACTUAL LatLong,434923,BRINGELSON RANCH 6-34-9-58 PAD,352,N,827,W,NWNW,34,9N,58W,6,40.71393,-103.85632,9n58w,40.708015,-103.856485,6171,9798,9798,3627,FALSE,
1233845200,05-123-38452,VERDAD RESOURCES LLC,Actual,10783,6436,Horizontal,16950,40.7441,-104.1047,123,38452,10651,ACTUAL,11/25/2013,5012,10783,6436,435078,WELL,PR,OW,4/1/2023,ACTUAL LatLong,417324,State 16-11-9-60H,719,N,722,W,NWNW,16,9N,60W,6,40.75498,-104.10467,9n60w,40.74954,-104.104685,6794,10783,10783,3989,FALSE,
1233845300,05-123-38453,VERDAD RESOURCES LLC,Actual,10794,6434,Horizontal,16950,40.74413,-104.10359,123,38453,10651,ACTUAL,12/5/2013,5012,10794,6434,435079,WELL,SI,OW,11/1/2022,ACTUAL LatLong,417324,State 16-11-9-60H,730,N,733,W,NWNW,16,9N,60W,6,40.75495,-104.10463,9n60w,40.74954,-104.10411,6774,10769,10794,3995,FALSE,
1233848400,05-123-38484,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13604,5543,Horizontal,16950,40.83137,-103.82483,123,38484,10773,ACTUAL,6/7/2014,4716,13604,5543,435159,WELL,PR,OW,10/1/2017,ACTUAL LatLong,435160,Razor 26I Pad,2242,S,629,E,NESE,26,10N,58W,6,40.808522,-103.824859,10n58w,40.819946,-103.8248445,6007,13421,13604,7414,FALSE,
1233848500,05-123-38485,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13785,5541,Horizontal,16950,40.83125,-103.82717,123,38485,10773,ACTUAL,5/25/2014,4717,13785,5541,435161,WELL,PR,OW,10/1/2017,ACTUAL LatLong,435160,Razor 26I Pad,2242,S,695,E,NESE,26,10N,58W,6,40.808522,-103.825093,10n58w,40.819886,-103.8261315,6154,13573,13785,7419,FALSE,
1233848600,05-123-38486,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12585,5607,Horizontal,16950,40.78942,-103.82617,123,38486,10773,ACTUAL,7/9/2014,4717,12585,5606,435162,WELL,PR,OW,10/1/2017,ACTUAL LatLong,435160,Razor 26I Pad,2242,S,728,E,NESE,26,10N,58W,6,40.808521,-103.825212,10n58w,40.7989705,-103.825691,6084,12498,12585,6414,FALSE,
1233848700,05-123-38487,FUNDARE RESOURCES OPERATING COMPANY LLC,Planned,12033,5661,Horizontal,16950,40.78941,-103.82458,123,38487,10773,ACTUAL,6/26/2014,4712,12475,5675,435163,WELL,PR,OW,10/1/2017,ACTUAL LatLong,435160,Razor 26I Pad,2167,S,696,E,NESE,26,10N,58W,6,40.808316,-103.825088,10n58w,40.798863,-103.824834,6128,12392,12475,6264,FALSE,
1233848800,05-123-38488,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13711,5633,Horizontal,16950,40.83138,-103.82354,123,38488,10773,ACTUAL,5/7/2014,4712,13711,5633,435164,WELL,PR,OW,11/26/2014,ACTUAL LatLong,435160,Razor 26I Pad,2167,S,663,E,NESE,26,10N,58W,6,40.808318,-103.824976,10n58w,40.819849,-103.824258,6135,13469,13711,7334,FALSE,
1233848900,05-123-38489,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,14060,5653,Horizontal,16950,40.83122,-103.82599,123,38489,10773,ACTUAL,4/24/2014,4713,14060,5653,435165,WELL,PR,OW,10/1/2017,ACTUAL LatLong,435160,Razor 26I Pad,2167,S,729,E,NESE,26,10N,58W,6,40.808315,-103.82521,10n58w,40.8197675,-103.8256,6364,13783,14060,7419,FALSE,
1233850700,05-123-38507,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,11196,6005,Horizontal,16948,40.81695,-103.85214,123,38507,10773,ACTUAL,3/22/2015,4832,11196,6005,435213,WELL,SI,OW,1/1/2024,ACTUAL LatLong,430695,Razor 22D Pad,457,N,758,W,NWNW,22,10N,58W,6,40.830009,-103.858313,10n58w,40.8234795,-103.8552265,6892,10959,11196,4067,FALSE,
1233850800,05-123-38508,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13236,5744,Horizontal,16950,40.80976,-103.85769,123,38508,10773,ACTUAL,5/27/2015,4831,13236,5744,435214,WELL,SI,OW,4/1/2024,ACTUAL LatLong,430695,Razor 22D Pad,381,N,693,W,NWNW,22,10N,58W,6,40.830215,-103.858553,10n58w,40.8199875,-103.8581215,6145,13102,13236,6957,FALSE,
1233851000,05-123-38510,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,11210,5920,Horizontal,16950,40.8167,-103.85331,123,38510,10773,ACTUAL,4/2/2015,4832,11210,5920,435216,WELL,PR,OW,8/1/2022,ACTUAL LatLong,430695,Razor 22D Pad,382,N,759,W,NWNW,22,10N,58W,6,40.830215,-103.858315,10n58w,40.8234575,-103.8558125,6591,10974,11210,4383,FALSE,
1233852900,05-123-38529,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13465,5910,Horizontal,16950,40.83193,-103.84161,123,38529,10773,ACTUAL,1/17/2014,5004,13465,5911,435240,WELL,PR,OW,7/16/2014,ACTUAL LatLong,435245,Razor 11E Pad,2396,N,789,W,SWNW,11,10N,58W,6,40.853992,-103.839517,10n58w,40.842961,-103.8405635,6388,13292,13465,6904,FALSE,
1233853000,05-123-38530,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12360,5902,Horizontal,16950,40.87345,-103.83961,123,38530,10773,ACTUAL,3/13/2014,5005,12360,5902,435241,WELL,PR,OW,8/9/2014,ACTUAL LatLong,435245,Razor 11E Pad,2322,N,855,W,SWNW,11,10N,58W,6,40.854207,-103.839269,10n58w,40.8638285,-103.8394395,6290,12179,12360,5889,FALSE,
1233853100,05-123-38531,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12996,6004,Horizontal,16950,40.87482,-103.84075,123,38531,10773,ACTUAL,2/21/2014,5019,12996,6004,435242,WELL,PR,OW,7/26/2014,ACTUAL LatLong,435245,Razor 11E Pad,2321,N,822,W,SWNW,11,10N,58W,6,40.854204,-103.839388,10n58w,40.864512,-103.840069,6425,12550,12996,6125,FALSE,
1233853200,05-123-38532,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13510,5986,Horizontal,16950,40.83193,-103.83809,123,38532,10773,ACTUAL,2/7/2014,5002,13510,5986,435243,WELL,PR,OW,8/7/2014,ACTUAL LatLong,435245,Razor 11E Pad,2397,N,888,W,SWNW,11,10N,58W,6,40.853996,-103.839151,10n58w,40.842963,-103.8386205,6481,13324,13510,6843,FALSE,
1233853400,05-123-38534,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13470,6023,Horizontal,16950,40.83197,-103.84043,123,38534,10773,ACTUAL,1/7/2014,5003,13470,6023,435246,WELL,PR,OW,8/7/2014,ACTUAL LatLong,435245,Razor 11E Pad,2396,N,822,W,SWNW,11,10N,58W,6,40.854002,-103.839385,10n58w,40.842986,-103.8399075,6470,13297,13470,6827,FALSE,
1233853500,05-123-38535,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13390,5937,Horizontal,16950,40.83186,-103.83921,123,38535,10773,ACTUAL,1/28/2014,5003,13390,5937,435247,WELL,PR,OW,8/13/2014,ACTUAL LatLong,435245,Razor 11E Pad,2397,N,855,W,SWNW,11,10N,58W,6,40.853989,-103.839273,10n58w,40.8429245,-103.8392415,6370,13207,13390,6837,FALSE,
1233853600,05-123-38536,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12390,6026,Horizontal,16950,40.87346,-103.83844,123,38536,10773,ACTUAL,3/22/2014,5004,12390,6026,435248,WELL,PR,OW,8/8/2014,ACTUAL LatLong,435245,Razor 11E Pad,2322,N,888,W,SWNW,11,10N,58W,6,40.854209,-103.839151,10n58w,40.8638345,-103.8387955,6480,12217,12390,5737,FALSE,
1233853700,05-123-38537,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,12475,5942,Horizontal,16950,40.87344,-103.84195,123,38537,10773,ACTUAL,3/3/2014,5006,12475,5942,435250,WELL,PR,OW,8/8/2014,ACTUAL LatLong,435245,Razor 11E Pad,2321,N,789,W,SWNW,11,10N,58W,6,40.854204,-103.839514,10n58w,40.863822,-103.840732,6360,12305,12475,5945,FALSE,
1233854100,05-123-38541,FUNDARE RESOURCES OPERATING COMPANY LLC,Actual,13600,6106,Horizontal,16949,40.873602,-103.812017,123,38541,10773,ACTUAL,8/26/2015,4956,13600,6106,435255,WELL,PR,OW,7/1/2017,ACTUAL LatLong,432105,Razor 12G Pad,2538,N,2135,E,SWNE,12,10N,58W,6,40.853707,-103.811758,10n58w,40.8636545,-103.8118875,6497,13517,13600,7020,FALSE,
